location
47.118;-29.905;8067.200
47.768;-29.905;8061.560
48.420;-29.903;8058.960
48.727;-30.560;8072.820
48.078;-30.560;8073.540
47.428;-30.560;8070.180
46.779;-31.859;8061.860
47.428;-31.859;8070.860
48.078;-31.859;8071.380
48.733;-31.859;8070.460
39.428;-29.873;8082.120
41.032;-30.527;8066.940
39.732;-30.527;8076.660
39.082;-30.526;8074.740
38.432;-30.526;8075.880
37.782;-30.526;8069.420
37.492;-31.170;8072.300
39.442;-31.170;8073.420
37.781;-31.818;8063.960
37.131;-31.818;8071.020
29.122;-29.827;8088.720
29.772;-29.827;8089.580
30.422;-29.827;8089.740
31.400;-30.495;8072.840
30.750;-30.495;8093.320
30.100;-30.495;8093.620
29.450;-30.495;8087.760
29.129;-31.134;8091.120
29.746;-31.120;8091.140
30.407;-31.120;8090.600
21.718;-34.344;8101.900
20.760;-33.677;8091.140
20.110;-33.677;8098.240
19.800;-33.027;8100.600
20.450;-33.027;8095.060
23.052;-33.025;8090.220
23.341;-32.386;8087.260
20.115;-32.381;8098.860
19.465;-32.380;8095.020
19.801;-31.735;8095.920
11.158;-20.747;8106.620
11.808;-20.747;8105.040
13.108;-20.747;8101.300
13.438;-21.402;8101.200
12.789;-21.402;8098.000
12.139;-21.402;8099.260
11.489;-21.402;8102.000
10.839;-21.402;8105.940
10.515;-22.051;8103.560
11.163;-22.050;8118.500
21.758;-25.322;8102.080
20.458;-25.322;8097.540
20.144;-24.691;8100.160
20.794;-24.691;8108.400
20.477;-24.030;8108.160
19.827;-24.030;8101.000
19.177;-24.030;8100.100
19.496;-23.363;8097.860
20.148;-23.376;8105.720
20.798;-23.376;8107.080
37.174;-22.803;8079.020
37.826;-22.803;8066.860
38.794;-22.151;8078.220
38.145;-22.151;8066.860
37.495;-22.151;8069.680
38.477;-21.518;8071.580
39.127;-21.517;8078.500
39.778;-21.507;8077.540
41.078;-21.507;8063.520
50.722;-22.871;8063.120
49.422;-22.870;8074.280
47.802;-23.497;8073.380
46.859;-15.138;8057.880
48.146;-13.838;8072.240
49.447;-13.844;8072.680
48.817;-12.550;8072.720
37.861;-15.107;8081.440
38.511;-15.107;8082.900
37.519;-14.454;8086.320
37.203;-13.805;8080.720
37.853;-13.805;8082.780
38.503;-13.805;8085.020
38.839;-13.156;8084.220
38.189;-13.156;8083.200
37.529;-13.155;8085.000
29.179;-15.731;8092.960
29.829;-15.731;8102.560
30.479;-15.731;8097.360
29.502;-15.073;8099.840
28.852;-15.073;8093.640
28.202;-15.073;8087.620
28.527;-14.415;8091.020
29.177;-14.415;8100.460
30.814;-13.777;8093.840
30.165;-13.777;8095.320
21.805;-16.341;8115.220
21.155;-16.341;8103.800
20.505;-16.341;8097.860
20.192;-15.674;8107.240
20.842;-15.674;8108.660
23.745;-15.048;8109.920
20.197;-14.377;8108.620
19.547;-14.377;8103.900
19.227;-13.726;8101.100
19.876;-13.726;8105.720
11.506;-16.296;8114.520
11.189;-15.652;8112.300
12.489;-15.652;8104.120
13.773;-15.650;8111.000
14.422;-15.650;8111.920
12.163;-15.013;8113.080
10.551;-14.352;8110.780
11.201;-14.352;8113.240
11.518;-13.692;8117.060
10.870;-13.692;8111.840
42.114;-5.479;8081.700
41.464;-5.479;8079.860
37.906;-4.812;8081.860
41.794;-4.814;8078.240
41.463;-4.180;8081.120
39.523;-4.173;8085.400
38.873;-4.173;8087.020
37.573;-4.167;8075.000
38.555;-3.503;8085.020
47.560;2.828;8077.440
47.255;3.499;8073.980
46.960;5.464;8061.000
48.238;5.460;8074.060
41.822;2.875;8074.260
42.162;3.509;8077.020
39.216;4.201;8082.620
41.843;4.158;8070.840
40.860;4.832;8079.860
32.506;3.562;8084.440
32.827;4.189;8088.920
29.919;6.183;8087.380
22.213;2.306;8089.520
19.298;2.961;8096.820
21.898;2.961;8101.780
22.548;2.961;8093.700
22.205;3.594;8102.400
21.555;3.594;8103.120
20.905;3.594;8105.040
19.299;4.259;8095.960
21.248;4.259;8102.920
21.898;4.259;8102.140
22.213;4.901;8098.160
21.569;4.901;8100.620
11.620;10.696;8090.640
12.270;10.696;8090.400
12.919;10.696;8107.580
13.900;11.336;8097.780
13.250;11.336;8102.500
12.600;11.336;8102.280
11.950;11.336;8099.180
11.616;11.991;8098.580
12.916;11.995;8099.880
13.897;12.651;8098.460
14.547;12.651;8081.800
14.222;13.274;8083.260
22.570;10.650;8087.160
21.920;10.650;8093.260
20.947;11.303;8097.140
21.597;11.303;8094.940
22.247;11.303;8090.380
20.623;11.963;8090.840
19.629;12.615;8090.580
20.279;12.615;8092.040
22.879;12.615;8077.480
23.879;13.235;8080.540
30.259;10.617;8091.100
30.924;10.610;8089.580
31.245;11.271;8085.660
30.579;11.277;8087.160
29.933;11.284;8088.280
29.277;11.287;8091.320
29.620;11.920;8090.600
30.929;11.907;8086.040
29.949;12.564;8084.380
29.284;12.580;8083.020
48.578;11.199;8069.660
47.921;11.201;8067.200
48.274;11.846;8068.660
49.561;11.837;8067.380
47.942;12.498;8067.440
48.920;13.144;8063.520
49.586;13.137;8065.000
49.253;13.788;8063.520
48.587;13.794;8062.540
47.927;13.800;8062.100
47.985;20.200;8053.120
48.623;20.195;8053.700
47.985;21.500;8051.760
47.013;22.154;8032.460
48.004;22.806;8046.960
48.315;23.445;8046.580
48.974;23.445;8047.400
48.640;24.090;8047.960
39.960;19.578;8050.280
39.297;19.585;8050.060
38.317;20.233;8048.620
37.682;21.527;8053.840
37.338;22.184;8052.480
37.677;22.832;8042.740
38.351;22.835;8039.160
38.005;23.488;8043.060
31.613;19.615;8051.620
30.948;19.622;8049.400
30.283;19.628;8052.520
29.617;19.634;8054.160
29.333;20.262;8050.920
29.999;20.256;8045.800
30.664;20.249;8042.820
31.594;20.918;8061.580
30.263;20.931;8063.680
30.929;20.925;8063.200
29.978;21.581;8061.900
30.310;22.213;8059.880
29.680;22.212;8059.400
29.016;22.219;8040.720
29.361;22.856;8038.320
28.693;22.862;8046.600
20.659;19.675;8063.500
20.333;20.313;8070.280
21.658;20.300;8071.860
20.016;20.963;8065.040
19.351;20.969;8060.680
19.685;21.600;8062.700
20.351;21.594;8062.400
20.998;22.894;8062.420
20.019;23.555;8056.260
20.334;24.205;8053.400
12.963;19.659;8065.180
11.659;19.688;8071.800
11.333;20.330;8066.880
14.261;20.970;8073.820
12.295;20.982;8075.300
11.015;21.006;8071.140
10.703;21.641;8063.520
11.999;21.641;8072.400
21.658;29.316;8050.580
21.344;29.961;8048.680
20.695;29.955;8045.240
20.038;29.954;8041.780
20.046;31.285;8040.840
20.711;31.278;8043.380
21.034;30.599;8047.100
20.384;30.599;8042.540
19.734;30.599;8040.660
19.745;31.916;8035.120
30.666;29.263;8047.540
31.316;29.263;8048.080
29.700;29.913;8041.140
30.350;29.913;8043.880
31.649;29.913;8044.980
32.299;29.913;8043.840
32.949;29.913;8038.760
32.615;30.553;8047.500
31.965;30.553;8043.740
32.614;31.864;8030.960
38.355;29.229;8026.500
39.655;29.229;8039.920
38.696;29.884;8035.780
38.029;29.884;8028.420
38.365;30.538;8020.780
38.693;31.176;8031.340
38.385;31.830;8017.820
39.035;31.830;8030.860
40.985;31.830;8030.400
39.349;32.487;8029.820
47.370;29.202;8035.580
48.020;29.202;8032.640
48.670;29.202;8033.000
48.332;29.841;8032.460
47.682;29.841;8030.720
47.032;29.841;8028.400
47.363;30.491;8028.840
48.662;30.492;8027.100
49.655;31.131;8026.880
48.355;31.131;8005.180
