location
29.204;-29.786;8065.680
29.843;-29.786;8056.900
30.493;-29.786;8050.660
31.143;-29.786;8048.440
31.793;-29.786;8050.080
31.793;-31.086;8066.440
31.147;-31.094;8067.700
30.497;-31.094;8067.860
29.847;-31.094;8069.420
29.197;-31.094;8052.280
13.814;-29.742;8074.840
13.160;-29.742;8075.640
12.510;-29.742;8089.300
11.860;-29.742;8081.780
10.555;-31.043;8083.680
10.230;-31.682;8086.820
10.544;-32.336;8085.240
10.206;-32.986;8084.940
14.756;-32.986;8086.580
2.508;-34.259;8092.900
2.845;-33.608;8087.700
2.195;-33.607;8096.480
2.203;-32.310;8088.700
1.553;-32.310;8095.040
3.190;-31.658;8107.700
1.240;-31.658;8100.420
1.887;-30.354;8102.840
-6.475;-31.622;8126.020
-7.125;-31.623;8125.460
-6.799;-32.270;8124.400
-5.499;-32.270;8122.960
-5.822;-32.920;8123.820
-6.149;-33.570;8123.440
-4.849;-33.570;8120.660
-23.813;-28.952;8132.960
-23.163;-28.952;8130.760
-22.513;-28.952;8136.740
-22.201;-29.612;8120.400
-23.500;-29.612;8139.120
-25.122;-30.253;8129.580
-23.172;-30.253;8135.720
-20.908;-30.911;8121.520
-21.558;-30.911;8124.320
-23.812;-31.553;8134.960
-22.512;-31.553;8137.200
-21.862;-31.553;8128.780
-32.809;-28.924;8148.780
-34.763;-30.208;8138.160
-32.813;-30.208;8142.540
-32.163;-30.208;8143.780
-30.536;-30.889;8131.620
-31.186;-30.889;8139.920
-33.136;-30.887;8141.800
-31.532;-31.536;8145.100
-30.882;-31.536;8137.660
-31.185;-32.191;8141.280
-39.504;-21.841;8133.680
-40.154;-21.841;8147.560
-40.804;-21.841;8149.880
-41.454;-21.841;8147.940
-42.104;-21.841;8148.940
-42.754;-21.841;8147.600
-43.404;-21.837;8145.860
-43.731;-22.487;8145.680
-42.431;-22.487;8150.000
-40.481;-22.487;8149.040
-41.130;-22.487;8148.920
-39.830;-22.488;8148.540
-39.180;-22.488;8140.620
-39.501;-23.139;8141.360
-40.151;-23.139;8151.540
-33.427;-21.216;8144.940
-32.777;-21.216;8145.340
-32.127;-21.216;8145.000
-30.506;-21.870;8135.060
-32.456;-21.869;8144.940
-33.756;-21.869;8145.420
-31.795;-23.181;8148.180
-24.088;-20.597;8139.480
-22.473;-21.266;8135.400
-23.123;-21.266;8138.880
-23.773;-21.266;8137.840
-24.423;-21.266;8139.980
-25.073;-21.266;8141.340
-25.410;-21.912;8139.680
-24.759;-21.907;8139.740
-24.109;-21.907;8138.440
-23.459;-21.907;8138.400
-22.809;-21.907;8139.680
-22.160;-21.907;8139.880
-21.842;-22.570;8136.340
-23.142;-22.570;8138.440
-23.792;-22.570;8140.760
-15.097;-20.640;8117.360
-13.472;-21.292;8127.600
-16.072;-21.292;8118.180
-14.789;-22.590;8129.900
-15.439;-22.590;8130.800
-16.739;-22.590;8121.160
-16.405;-23.240;8118.600
-15.108;-23.244;8131.120
-12.511;-23.255;8120.880
11.241;-20.736;8088.700
11.903;-20.742;8083.400
12.218;-21.400;8096.120
11.552;-21.393;8082.880
10.919;-21.387;8086.840
10.594;-22.035;8087.480
11.251;-22.036;8085.360
11.916;-22.042;8095.160
14.170;-22.703;8084.060
10.924;-22.676;8085.280
22.190;-20.790;8063.960
20.259;-20.770;8070.480
19.267;-21.418;8082.880
22.508;-21.446;8084.300
21.843;-21.439;8084.040
23.489;-22.102;8067.000
22.824;-22.096;8084.260
18.940;-22.064;8086.320
19.271;-22.734;8071.360
19.936;-22.740;8062.420
20.572;-22.738;8082.300
29.903;-20.822;8062.320
30.555;-20.820;8079.540
31.512;-22.764;8070.980
31.837;-23.413;8067.460
28.250;-24.048;8074.260
29.547;-25.348;8069.460
30.899;-12.463;8076.260
30.249;-12.463;8073.900
29.599;-12.463;8073.260
28.619;-13.102;8070.460
29.269;-13.102;8068.420
29.919;-13.102;8075.660
30.569;-13.102;8078.260
31.219;-13.102;8077.820
31.869;-13.102;8071.540
31.538;-13.752;8077.720
30.238;-13.752;8078.460
3.256;-11.061;8104.000
2.938;-11.711;8095.200
4.554;-12.363;8090.460
3.904;-12.363;8104.220
3.254;-12.363;8104.560
2.604;-12.363;8097.340
1.954;-12.363;8102.020
0.981;-13.006;8108.520
1.631;-13.006;8098.300
2.280;-13.006;8097.840
2.930;-13.006;8105.400
2.930;-14.306;8107.240
3.580;-14.306;8106.760
4.880;-14.306;8091.280
-4.445;-12.332;8120.000
-5.738;-13.627;8122.960
-15.072;-11.630;8132.400
-13.437;-12.298;8129.400
-14.087;-12.298;8131.160
-14.736;-12.298;8132.240
-15.387;-12.298;8131.060
-16.036;-12.298;8126.380
-16.701;-13.585;8124.360
-16.051;-13.585;8129.740
-15.401;-13.584;8132.800
-14.751;-13.584;8132.120
-14.101;-13.584;8130.420
-14.101;-14.884;8132.180
-15.401;-14.884;8131.020
-22.441;-12.255;8135.560
-23.091;-12.255;8138.180
-23.741;-12.255;8137.320
-24.391;-12.255;8136.580
-25.041;-12.255;8124.980
-25.691;-13.555;8125.360
-25.041;-13.555;8134.220
-24.391;-13.555;8138.160
-23.741;-13.555;8139.860
-23.741;-14.855;8138.400
-24.391;-14.855;8137.680
-25.041;-14.855;8133.720
-25.691;-14.855;8125.020
-23.741;-16.155;8125.460
-23.091;-16.155;8131.040
-42.402;-12.188;8140.320
-41.752;-12.188;8137.160
-39.453;-12.848;8120.300
-40.752;-12.848;8140.300
-42.052;-12.848;8139.760
-42.054;-14.148;8140.200
-40.755;-14.148;8142.280
